id,make,model,year,horsepower,torque,engine_make,engine_capacity,engine_cylinders,engine_modifier
2011 Rolls-Royce Phantom Sedan,Rolls-Royce,Rolls-Royce Phantom Sedan,2011,453,531,Rolls-Royce,6.7,12,
2011 Honda Accord LX Sedan,Honda,Honda Accord Sedan,2011,177,161,Honda,2.4,4,
2011 Honda Accord LX Sedan AT,Honda,Honda Accord Sedan,2011,177,161,Honda,2.4,4,
2011 Honda Accord LX-P Sedan,Honda,Honda Accord Sedan,2011,177,161,Honda,2.4,4,
2011 Honda Accord SE Sedan,Honda,Honda Accord Sedan,2011,177,161,Honda,2.4,4,
2011 Honda Accord EX Sedan,Honda,Honda Accord Sedan,2011,190,162,Honda,2.4,4,
2011 Honda Accord EX Sedan AT,Honda,Honda Accord Sedan,2011,190,162,Honda,2.4,4,
2011 Honda Accord EX V-6 Sedan,Honda,Honda Accord Sedan,2011,271,254,Honda,3.5,6,
2011 Honda Accord EX-L Sedan,Honda,Honda Accord Sedan,2011,190,162,Honda,2.4,4,
2011 Honda Accord EX-L V-6 Sedan,Honda,Honda Accord Sedan,2011,271,254,Honda,3.5,6,
2011 Rolls-Royce Phantom Sedan EWB,Rolls-Royce,Rolls-Royce Phantom Sedan,2011,453,531,Rolls-Royce,6.7,12,
2011 Rolls-Royce Phantom Coupe,Rolls-Royce,Rolls-Royce Phantom Coupe,2011,453,531,Rolls-Royce,6.7,12,
2011 Rolls-Royce Phantom Drophead Coupe,Rolls-Royce,Rolls-Royce Phantom Drophead Coupe,2011,453,531,Rolls-Royce,6.7,12,
2011 Volkswagen Jetta SEL PZEV,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SE PZEV AT,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta AT,Volkswagen,Volkswagen Jetta,2011,115,125,Volkswagen,2.0,4,
2011 Volkswagen Jetta S AT,Volkswagen,Volkswagen Jetta,2011,115,125,Volkswagen,2.0,4,
2011 Volkswagen Jetta SE AT,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SEL PZEV AT,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta,Volkswagen,Volkswagen Jetta,2011,115,125,Volkswagen,2.0,4,
2011 Volkswagen Jetta SEL AT,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SE,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SEL,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SE PZEV,Volkswagen,Volkswagen Jetta,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta S,Volkswagen,Volkswagen Jetta,2011,115,125,Volkswagen,2.0,4,
2010 Toyota Corolla,Toyota,Toyota Corolla,2010,132,128,Toyota,1.8,4,
2010 Toyota Corolla AT,Toyota,Toyota Corolla,2010,132,128,Toyota,1.8,4,
2010 Toyota Corolla S,Toyota,Toyota Corolla,2010,132,128,Toyota,1.8,4,
2010 Toyota Corolla S AT,Toyota,Toyota Corolla,2010,132,128,Toyota,1.8,4,
2010 Toyota Corolla LE,Toyota,Toyota Corolla,2010,132,128,Toyota,1.8,4,
2010 Toyota Corolla XLE,Toyota,Toyota Corolla,2010,132,128,Toyota,1.8,4,
2010 Toyota Corolla XRS,Toyota,Toyota Corolla,2010,158,162,Toyota,2.4,4,
2010 Toyota Corolla XRS AT,Toyota,Toyota Corolla,2010,158,162,Toyota,2.4,4,
2011 Toyota FJ Cruiser,Toyota,Toyota FJ Cruiser,2011,260,271,Toyota,4.0,6,
2011 Toyota FJ Cruiser 4WD,Toyota,Toyota FJ Cruiser,2011,260,271,Toyota,4.0,6,
2011 Toyota FJ Cruiser 4WD AT,Toyota,Toyota FJ Cruiser,2011,260,271,Toyota,4.0,6,
2012 Audi A6 Sedan 3.0 T,Audi,Audi A6 Sedan,2012,310,325,Audi,3.0,6,
2011 Audi A6 Sedan 3.0 T,Audi,Audi A6 Sedan,2011,300,310,Audi,3.0,6,
2010 Volkswagen Jetta SE AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta S AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta SE PZEV AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta Limited Edition,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta S,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta Limited Edition AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta S PZEV AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta S PZEV,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta Limited Edition PZEV AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta Sedan SE PZEV,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta SE,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta Wolfsburg Edition,Volkswagen,Volkswagen Jetta,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen Jetta Wolfsburg Edition PZEV,Volkswagen,Volkswagen Jetta,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen Jetta TDI Clean Diesel,Volkswagen,Volkswagen Jetta,2010,140,236,Volkswagen,2.0,4,Turbo
2010 Volkswagen Jetta SEL PZEV AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta SEL AT,Volkswagen,Volkswagen Jetta,2010,170,177,Volkswagen,2.5,5,
2010 Volkswagen Jetta TDI Cup Edition,Volkswagen,Volkswagen Jetta,2010,140,236,Volkswagen,2.0,4,Turbo
2010 Toyota FJ Cruiser,Toyota,Toyota FJ Cruiser,2010,260,271,Toyota,4.0,6,
2010 Toyota FJ Cruiser 4WD,Toyota,Toyota FJ Cruiser,2010,260,271,Toyota,4.0,6,
2010 Toyota FJ Cruiser 4WD AT,Toyota,Toyota FJ Cruiser,2010,260,271,Toyota,4.0,6,
2011 Toyota Highlander,Toyota,Toyota Highlander,2011,187,186,Toyota,2.7,4,
2011 Toyota Highlander V6,Toyota,Toyota Highlander,2011,270,248,Toyota,3.5,6,
2011 Toyota Highlander V6 4WD,Toyota,Toyota Highlander,2011,270,248,Toyota,3.5,6,
2011 Toyota Highlander SE,Toyota,Toyota Highlander,2011,187,186,Toyota,2.7,4,
2011 Toyota Highlander SE V6,Toyota,Toyota Highlander,2011,270,248,Toyota,3.5,6,
2011 Toyota Highlander SE V6 4WD,Toyota,Toyota Highlander,2011,270,248,Toyota,3.5,6,
2011 Toyota Highlander Limited,Toyota,Toyota Highlander,2011,270,248,Toyota,3.5,6,
2011 Toyota Highlander Limited 4WD,Toyota,Toyota Highlander,2011,270,248,Toyota,3.5,6,
2010 Toyota Highlander,Toyota,Toyota Highlander,2010,187,186,Toyota,2.7,4,
2010 Toyota Highlander V6,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander V6 4WD,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander Sport,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander Sport 4WD,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander SE,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander SE 4WD,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander Limited,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2010 Toyota Highlander Limited 4WD,Toyota,Toyota Highlander,2010,270,248,Toyota,3.5,6,
2011 Honda Accord Crosstour EX Hatchback,Honda,Honda Accord Crosstour Hatchback,2011,271,254,Honda,3.5,6,
2011 Honda Accord Crosstour EX-L Hatchback,Honda,Honda Accord Crosstour Hatchback,2011,271,254,Honda,3.5,6,
2011 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,Honda Accord Crosstour Hatchback,2011,271,254,Honda,3.5,6,
2011 Toyota Land Cruiser,Toyota,Toyota Land Cruiser,2011,381,401,Toyota,5.7,8,
2010 Toyota Land Cruiser,Toyota,Toyota Land Cruiser,2010,381,401,Toyota,5.7,8,
2011 Toyota Matrix,Toyota,Toyota Matrix,2011,132,128,Toyota,1.8,4,
2011 Toyota Matrix AT,Toyota,Toyota Matrix,2011,132,128,Toyota,1.8,4,
2011 Toyota Matrix S,Toyota,Toyota Matrix,2011,158,162,Toyota,2.4,4,
2011 Toyota Matrix S AT,Toyota,Toyota Matrix,2011,158,162,Toyota,2.4,4,
2011 Toyota Matrix S AT AWD,Toyota,Toyota Matrix,2011,158,162,Toyota,2.4,4,
2010 Maybach 57 Zeppelin,Maybach,Maybach 57,2010,631,738,Maybach,6.0,12,Turbo
2010 Maybach 57,Maybach,Maybach 57,2010,543,664,Maybach,5.5,12,Turbo
2010 Maybach 57 S,Maybach,Maybach 57,2010,604,738,Maybach,6.0,12,Turbo
2011 Maybach 57 S,Maybach,Maybach 57,2011,620,738,Maybach,6.0,12,Turbo
2010 Maybach 62,Maybach,Maybach 62,2010,543,664,Maybach,5.5,12,Turbo
2010 Maybach 62 S,Maybach,Maybach 62,2010,604,738,Maybach,6.0,12,Turbo
2010 Maybach 62 Zeppelin,Maybach,Maybach 62,2010,631,738,Maybach,6.0,12,Turbo
2011 Maybach 62 S,Maybach,Maybach 62,2011,620,738,Maybach,6.0,12,Turbo
2011 Maybach 62,Maybach,Maybach 62,2011,543,664,Maybach,5.5,12,Turbo
2009 Maybach Landaulet,Maybach,Maybach Landaulet,2009,604,738,Maybach,6.0,12,Turbo
2010 Maybach Landaulet,Maybach,Maybach Landaulet,2010,604,738,Maybach,6.0,12,Turbo
2011 Maybach Landaulet,Maybach,Maybach Landaulet,2011,620,738,Maybach,6.0,12,Turbo
2010 Toyota Matrix,Toyota,Toyota Matrix,2010,132,128,Toyota,1.8,4,
2010 Toyota Matrix  AT,Toyota,Toyota Matrix,2010,132,128,Toyota,1.8,4,
2010 Toyota Matrix  S,Toyota,Toyota Matrix,2010,158,162,Toyota,2.4,4,
2010 Toyota Matrix S AT,Toyota,Toyota Matrix,2010,158,162,Toyota,2.4,4,
2010 Toyota Matrix S AT AWD,Toyota,Toyota Matrix,2010,158,162,Toyota,2.4,4,
2010 Toyota Matrix XRS,Toyota,Toyota Matrix,2010,158,162,Toyota,2.4,4,
2010 Toyota Matrix XRS AT,Toyota,Toyota Matrix,2010,158,162,Toyota,2.4,4,
2011 Nissan Armada SV 4x4 FFV,Nissan,Nissan Armada,2011,317,385,Nissan,5.6,8,FFV
2011 Nissan Armada Platinum 4x4,Nissan,Nissan Armada,2011,317,385,Nissan,5.6,8,FFV
2011 Nissan Armada SL 4x4 FFV,Nissan,Nissan Armada,2011,317,385,Nissan,5.6,8,FFV
2011 Nissan Armada Platinum,Nissan,Nissan Armada,2011,317,385,Nissan,5.6,8,
2011 Nissan Armada SV FFV,Nissan,Nissan Armada,2011,317,385,Nissan,5.6,8,FFV
2011 Nissan Armada SL FFV,Nissan,Nissan Armada,2011,317,385,Nissan,5.6,8,FFV
2011 Volkswagen Jetta SportWagen S PZEV,Volkswagen,Volkswagen Jetta SportWagen,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SportWagen S PZEV AT,Volkswagen,Volkswagen Jetta SportWagen,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SportWagen S,Volkswagen,Volkswagen Jetta SportWagen,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SportWagen S AT,Volkswagen,Volkswagen Jetta SportWagen,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SportWagen SE,Volkswagen,Volkswagen Jetta SportWagen,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SportWagen SE PZEV,Volkswagen,Volkswagen Jetta SportWagen,2011,170,177,Volkswagen,2.5,5,
2011 Volkswagen Jetta SportWagen TDI Clean Diesel,Volkswagen,Volkswagen Jetta SportWagen,2011,140,236,Volkswagen,2.0,4,Turbo
2011 Chevrolet Aveo  LS,Chevrolet,Chevrolet Aveo,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet Aveo  1LT,Chevrolet,Chevrolet Aveo,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet Aveo  1LT AT,Chevrolet,Chevrolet Aveo,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet Aveo  2LT,Chevrolet,Chevrolet Aveo,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet Aveo  2LT AT,Chevrolet,Chevrolet Aveo,2011,108,105,Chevrolet,1.6,4,
2010 Volkswagen CC Sport PZEV,Volkswagen,Volkswagen CC,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen CC Sport,Volkswagen,Volkswagen CC,2010,200,207,Volkswagen,2.0,4,Turbo
2010 Volkswagen CC VR6 Sport,Volkswagen,Volkswagen CC,2010,280,265,Volkswagen,3.6,6,
2010 Volkswagen CC VR6 4Motion Executive,Volkswagen,Volkswagen CC,2010,280,265,Volkswagen,3.6,6,
2011 Audi A6 Sedan 4.2,Audi,Audi A6 Sedan,2011,350,325,Audi,4.2,8,
2010 Audi A6 Sedan 3.0 T,Audi,Audi A6 Sedan,2010,300,310,Audi,3.0,6,
2011 Chevrolet  Aveo5 LS,Chevrolet,Chevrolet Aveo5,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet  Aveo5 1LT,Chevrolet,Chevrolet Aveo5,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet  Aveo5 1LT AT,Chevrolet,Chevrolet Aveo5,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet  Aveo5 2LT,Chevrolet,Chevrolet Aveo5,2011,108,105,Chevrolet,1.6,4,
2011 Chevrolet  Aveo5 2LT AT,Chevrolet,Chevrolet Aveo5,2011,108,105,Chevrolet,1.6,4,
2010 Audi A6 Sedan 4.2,Audi,Audi A6 Sedan,2010,350,325,Audi,4.2,8,
2011 Audi A6 Avant,Audi,Audi A6 Avant,2011,300,310,Audi,3.0,6,
2010 Audi A6 Avant,Audi,Audi A6 Avant,2010,300,310,Audi,3.0,6,
2012 Audi A7,Audi,Audi A7,2012,310,325,Audi,3.0,6,
2011 Audi A8,Audi,Audi A8,2011,372,328,Audi,4.2,8,
2011 Audi A8 L,Audi,Audi A8,2011,372,328,Audi,4.2,8,
2010 Nissan Armada SE 4x4,Nissan,Nissan Armada,2010,317,385,Nissan,5.6,8,
2010 Nissan Armada Titanium 4x4,Nissan,Nissan Armada,2010,317,385,Nissan,5.6,8,
2010 Nissan Armada Platinum,Nissan,Nissan Armada,2010,317,385,Nissan,5.6,8,
2010 Nissan Armada SE,Nissan,Nissan Armada,2010,317,385,Nissan,5.6,8,
2010 Nissan Armada Titanium,Nissan,Nissan Armada,2010,317,385,Nissan,5.6,8,
2010 Nissan Armada Platinum 4x4,Nissan,Nissan Armada,2010,317,385,Nissan,5.6,8,
2010 Audi A8 L,Audi,Audi A8,2010,350,325,Audi,4.2,8,
2010 Audi A8,Audi,Audi A8,2010,350,325,Audi,4.2,8,
2011 Nissan Cube 1.8,Nissan,Nissan Cube,2011,122,127,Nissan,1.8,4,
2011 Nissan Cube 1.8 S,Nissan,Nissan Cube,2011,122,127,Nissan,1.8,4,
2010 Nissan Cube 1.8,Nissan,Nissan Cube,2010,122,127,Nissan,1.8,4,
2010 Nissan Cube 1.8 S,Nissan,Nissan Cube,2010,122,127,Nissan,1.8,4,
2012 Audi Q5 2.0 T,Audi,Audi Q5,2012,211,258,Audi,2.0,4,Turbo
2012 Audi Q5 3.2,Audi,Audi Q5,2012,270,243,Audi,3.2,6,
2011 Audi Q5 2.0 T,Audi,Audi Q5,2011,211,258,Audi,2.0,4,Turbo
2011 Audi Q5 3.2,Audi,Audi Q5,2011,270,243,Audi,3.2,6,
2010 Honda Accord Crosstour EX Hatchback,Honda,Honda Accord Crosstour Hatchback,2010,271,254,Honda,3.5,6,
2010 Honda Accord Crosstour EX-L Hatchback,Honda,Honda Accord Crosstour Hatchback,2010,271,254,Honda,3.5,6,
2010 Honda Accord Crosstour EX-L Hatchback 4WD,Honda,Honda Accord Crosstour Hatchback,2010,271,254,Honda,3.5,6,
2010 Audi Q5 3.2,Audi,Audi Q5,2010,270,243,Audi,3.2,6,
2009 Audi Q5 3.2,Audi,Audi Q5,2009,270,243,Audi,3.2,6,
2011 Honda Civic DX Coup,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic DX Coup AT,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic LX Coup,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic LX Coup AT,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic EX Coup,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic EX Coup AT,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic EX-L Coup,Honda,Honda Civic Coup,2011,140,128,Honda,1.8,4,
2011 Honda Civic Si Coup,Honda,Honda Civic Coup,2011,197,139,Honda,2.0,4,
2012 Audi Q7 3.0 T S Line,Audi,Audi Q7,2012,333,325,Audi,3.0,6,S-charged
2012 Audi Q7 3.0 T,Audi,Audi Q7,2012,280,295,Audi,3.0,6,S-charged
2012 Audi Q7 3.0 TDI,Audi,Audi Q7,2012,225,406,Audi,3.0,6,Turbo
2010 Lamborghini Gallardo Coupe LP 550-2 Valentino Balboni,Lamborghini,Lamborghini Gallardo Coupe,2010,550,398,Lamborghini,5.2,10,
2010 Chevrolet  Aveo5 LS,Chevrolet,Chevrolet Aveo5,2010,108,105,Chevrolet,1.6,4,
2010 Chevrolet  Aveo5 1LT,Chevrolet,Chevrolet Aveo5,2010,108,105,Chevrolet,1.6,4,
2010 Chevrolet  Aveo5 1LT AT,Chevrolet,Chevrolet Aveo5,2010,108,105,Chevrolet,1.6,4,
2010 Chevrolet  Aveo5 2LT,Chevrolet,Chevrolet Aveo5,2010,108,105,Chevrolet,1.6,4,
2010 Chevrolet  Aveo5 2LT AT,Chevrolet,Chevrolet Aveo5,2010,108,105,Chevrolet,1.6,4,
2010 Lexus LS 460,Lexus,Lexus LS,2010,380,367,Lexus,4.6,8,
2010 Lexus LS 460 AWD,Lexus,Lexus LS,2010,357,344,Lexus,4.6,8,
2010 Lexus LS 460 L,Lexus,Lexus LS,2010,380,367,Lexus,4.6,8,
2010 Lexus LS 460 L AWD,Lexus,Lexus LS,2010,357,344,Lexus,4.6,8,
2011 Lamborghini Gallardo Coupe LP 560-4,Lamborghini,Lamborghini Gallardo Coupe,2011,560,398,Lamborghini,5.2,10,
2011 Lamborghini Gallardo Coupe LP 560-4 Spyder,Lamborghini,Lamborghini Gallardo Coupe,2011,560,398,Lamborghini,5.2,10,
2012 Hyundai Accent Hatchback SE AT,Hyundai,Hyundai Accent Hatchback,2012,138,123,Hyundai,1.6,4,
2012 Hyundai Accent Hatchback GS AT,Hyundai,Hyundai Accent Hatchback,2012,138,123,Hyundai,1.6,4,
2012 Hyundai Accent Hatchback SE,Hyundai,Hyundai Accent Hatchback,2012,138,123,Hyundai,1.6,4,
2012 Hyundai Accent Hatchback GS,Hyundai,Hyundai Accent Hatchback,2012,138,123,Hyundai,1.6,4,
2011 Lexus LS 460,Lexus,Lexus LS,2011,380,367,Lexus,4.6,8,
2011 Lexus LS 460 AWD,Lexus,Lexus LS,2011,357,344,Lexus,4.6,8,
2011 Lexus LS 460 L,Lexus,Lexus LS,2011,380,367,Lexus,4.6,8,
2011 Lexus LS 460 L AWD,Lexus,Lexus LS,2011,357,344,Lexus,4.6,8,
2011 Hyundai Accent Hatchback GS AT,Hyundai,Hyundai Accent Hatchback,2011,110,106,Hyundai,1.6,4,
2011 Hyundai Accent Hatchback SE,Hyundai,Hyundai Accent Hatchback,2011,110,106,Hyundai,1.6,4,
2011 Hyundai Accent Hatchback GS,Hyundai,Hyundai Accent Hatchback,2011,110,106,Hyundai,1.6,4,
2011 Hyundai Accent Hatchback GL,Hyundai,Hyundai Accent Hatchback,2011,110,106,Hyundai,1.6,4,
2011 Hyundai Accent Hatchback SE AT,Hyundai,Hyundai Accent Hatchback,2011,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Hatchback GS,Hyundai,Hyundai Accent Hatchback,2010,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Hatchback SE AT,Hyundai,Hyundai Accent Hatchback,2010,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Hatchback SE,Hyundai,Hyundai Accent Hatchback,2010,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Hatchback GS AT,Hyundai,Hyundai Accent Hatchback,2010,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Hatchback Blue,Hyundai,Hyundai Accent Hatchback,2010,110,106,Hyundai,1.6,4,
2012 Hyundai Accent Sedan GLS,Hyundai,Hyundai Accent Sedan,2012,138,123,Hyundai,1.6,4,
2012 Hyundai Accent Sedan GLS AT,Hyundai,Hyundai Accent Sedan,2012,138,123,Hyundai,1.6,4,
2011 Hyundai Accent Sedan GLS AT,Hyundai,Hyundai Accent Sedan,2011,110,106,Hyundai,1.6,4,
2011 Hyundai Accent Sedan GLS,Hyundai,Hyundai Accent Sedan,2011,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Sedan GLS,Hyundai,Hyundai Accent Sedan,2010,110,106,Hyundai,1.6,4,
2010 Hyundai Accent Sedan GLS AT,Hyundai,Hyundai Accent Sedan,2010,110,106,Hyundai,1.6,4,
2011 Hyundai Azera GLS,Hyundai,Hyundai Azera,2011,260,233,Hyundai,3.3,6,
2011 Hyundai Azera Limited,Hyundai,Hyundai Azera,2011,283,263,Hyundai,3.8,6,
2010 Hyundai Azera Limited,Hyundai,Hyundai Azera,2010,263,257,Hyundai,3.8,6,
2010 Hyundai Azera GLS,Hyundai,Hyundai Azera,2010,234,226,Hyundai,3.3,6,
2011 Audi Q7 3.0 T S Line,Audi,Audi Q7,2011,333,325,Audi,3.0,6,S-charged
2011 Audi Q7 3.0 T,Audi,Audi Q7,2011,272,295,Audi,3.0,6,S-charged
2011 Audi Q7 3.0 TDI,Audi,Audi Q7,2011,225,406,Audi,3.0,6,Turbo
2010 Audi Q7 3.6,Audi,Audi Q7,2010,280,266,Audi,3.6,6,
2010 Audi Q7 3.0 TDI,Audi,Audi Q7,2010,225,406,Audi,3.0,6,Turbo
2010 Audi Q7 4.2,Audi,Audi Q7,2010,350,325,Audi,4.2,8,
2011 Toyota RAV4,Toyota,Toyota RAV4,2011,179,172,Toyota,2.5,4,
2011 Toyota RAV4 4WD,Toyota,Toyota RAV4,2011,179,172,Toyota,2.5,4,
2011 Toyota RAV4 V6,Toyota,Toyota RAV4,2011,269,246,Toyota,3.5,6,
2011 Toyota RAV4 V6 4WD,Toyota,Toyota RAV4,2011,269,246,Toyota,3.5,6,
2011 Toyota RAV4 Sport,Toyota,Toyota RAV4,2011,179,172,Toyota,2.5,4,
2011 Toyota RAV4 Sport 4WD,Toyota,Toyota RAV4,2011,179,172,Toyota,2.5,4,
2011 Toyota RAV4 Sport V6,Toyota,Toyota RAV4,2011,269,246,Toyota,3.5,6,
2011 Toyota RAV4 Sport V6 4WD,Toyota,Toyota RAV4,2011,269,246,Toyota,3.5,6,
2011 Toyota RAV4 Limited,Toyota,Toyota RAV4,2011,179,172,Toyota,2.5,4,
2011 Toyota RAV4 Limited 4WD,Toyota,Toyota RAV4,2011,179,172,Toyota,2.5,4,
2011 Toyota RAV4 Limited V6,Toyota,Toyota RAV4,2011,269,246,Toyota,3.5,6,
2011 Toyota RAV4 Limited V6 4WD,Toyota,Toyota RAV4,2011,269,246,Toyota,3.5,6,
2009 Nissan Cube 1.8 S,Nissan,Nissan Cube,2009,122,127,Nissan,1.8,4,
2009 Nissan Cube 1.8,Nissan,Nissan Cube,2009,122,127,Nissan,1.8,4,
2011 Volvo S40 R-Design,Volvo,Volvo S40,2011,227,236,Volvo,2.5,5,Turbo
2012 Chevrolet Camaro Convertible 1LT,Chevrolet,Chevrolet Camaro Convertible,2012,323,278,Chevrolet,3.6,6,
2012 Chevrolet Camaro Convertible 1LT AT,Chevrolet,Chevrolet Camaro Convertible,2012,323,278,Chevrolet,3.6,6,
2012 Chevrolet Camaro Convertible 2LT,Chevrolet,Chevrolet Camaro Convertible,2012,323,278,Chevrolet,3.6,6,
2012 Chevrolet Camaro Convertible 2LT AT,Chevrolet,Chevrolet Camaro Convertible,2012,323,278,Chevrolet,3.6,6,
2012 Chevrolet Camaro Convertible 1SS,Chevrolet,Chevrolet Camaro Convertible,2012,426,420,Chevrolet,6.2,8,
2012 Chevrolet Camaro Convertible 1SS AT,Chevrolet,Chevrolet Camaro Convertible,2012,426,420,Chevrolet,6.2,8,
2012 Chevrolet Camaro Convertible 2SS,Chevrolet,Chevrolet Camaro Convertible,2012,426,420,Chevrolet,6.2,8,
2012 Chevrolet Camaro Convertible 2SS AT,Chevrolet,Chevrolet Camaro Convertible,2012,426,420,Chevrolet,6.2,8,
2011 Nissan Juke SL,Nissan,Nissan Juke,2011,188,177,Nissan,1.6,4,Turbo
2011 Nissan Juke SV,Nissan,Nissan Juke,2011,188,177,Nissan,1.6,4,Turbo
2011 Chevrolet Camaro Convertible 1LT,Chevrolet,Chevrolet Camaro Convertible,2011,312,278,Chevrolet,3.6,6,
2011 Chevrolet Camaro Convertible 1LT AT,Chevrolet,Chevrolet Camaro Convertible,2011,312,278,Chevrolet,3.6,6,
2011 Chevrolet Camaro Convertible 2LT,Chevrolet,Chevrolet Camaro Convertible,2011,312,278,Chevrolet,3.6,6,
2011 Chevrolet Camaro Convertible 2LT AT,Chevrolet,Chevrolet Camaro Convertible,2011,312,278,Chevrolet,3.6,6,
2011 Chevrolet Camaro Convertible 1SS,Chevrolet,Chevrolet Camaro Convertible,2011,426,420,Chevrolet,6.2,8,
2011 Chevrolet Camaro Convertible 1SS AT,Chevrolet,Chevrolet Camaro Convertible,2011,426,420,Chevrolet,6.2,8,
2011 Chevrolet Camaro Convertible 2SS,Chevrolet,Chevrolet Camaro Convertible,2011,426,420,Chevrolet,6.2,8,
2011 Chevrolet Camaro Convertible 2SS AT,Chevrolet,Chevrolet Camaro Convertible,2011,426,420,Chevrolet,6.2,8,
2010 Mercedes-Benz C300 Sport FFV,Mercedes,Mercedes-Benz C-Class,2010,228,221,Mercedes-Benz,3.0,6,FFV
2010 Mercedes-Benz C300 Sport AT FFV,Mercedes,Mercedes-Benz C-Class,2010,228,221,Mercedes-Benz,3.0,6,FFV
2010 Mercedes-Benz C350 Sport,Mercedes,Mercedes-Benz C-Class,2010,268,258,Mercedes-Benz,3.5,6,
2010 BMW 128i Convertible AT,BMW Motorrad,BMW 1 Series Convertible,2010,230,200,BMW,3.0,6,
2010 BMW 135i Convertible,BMW,BMW 1 Series Convertible,2010,300,300,BMW,3.0,6,Turbo
2010 BMW 135i Convertible AT,BMW,BMW 1 Series Convertible,2010,300,300,BMW,3.0,6,Turbo
