id,car_id,driveline
493,2011 Toyota RAV4 Limited,Front-wheel drive
494,2011 Toyota RAV4 Limited 4WD,All-wheel drive
495,2011 Toyota RAV4 Limited V6,Front-wheel drive
496,2011 Toyota RAV4 Limited V6 4WD,All-wheel drive
497,2009 Nissan Cube 1.8 S,Front-wheel drive
498,2009 Nissan Cube 1.8,Front-wheel drive
499,2011 Volvo S40 R-Design,Front-wheel drive
500,2012 Chevrolet Camaro Convertible 1LT,Rear-wheel drive
501,2012 Chevrolet Camaro Convertible 1LT AT,Rear-wheel drive
502,2012 Chevrolet Camaro Convertible 2LT,Rear-wheel drive
503,2012 Chevrolet Camaro Convertible 2LT AT,Rear-wheel drive
504,2012 Chevrolet Camaro Convertible 1SS,Rear-wheel drive
505,2012 Chevrolet Camaro Convertible 1SS AT,Rear-wheel drive
506,2012 Chevrolet Camaro Convertible 2SS,Rear-wheel drive
507,2012 Chevrolet Camaro Convertible 2SS AT,Rear-wheel drive
508,2011 Nissan Juke SL,Front-wheel drive
509,2011 Nissan Juke SV,Front-wheel drive
510,2011 Chevrolet Camaro Convertible 1LT,Rear-wheel drive
511,2011 Chevrolet Camaro Convertible 1LT AT,Rear-wheel drive
512,2011 Chevrolet Camaro Convertible 2LT,Rear-wheel drive
513,2011 Chevrolet Camaro Convertible 2LT AT,Rear-wheel drive
514,2011 Chevrolet Camaro Convertible 1SS,Rear-wheel drive
515,2011 Chevrolet Camaro Convertible 1SS AT,Rear-wheel drive
516,2011 Chevrolet Camaro Convertible 2SS,Rear-wheel drive
517,2011 Chevrolet Camaro Convertible 2SS AT,Rear-wheel drive
518,2010 Mercedes-Benz C300 Sport FFV,Rear-wheel drive
519,2010 Mercedes-Benz C300 Sport AT FFV,Rear-wheel drive
520,2010 Mercedes-Benz C350 Sport,Rear-wheel drive
521,2010 BMW 128i Convertible AT,Rear-wheel drive
522,2010 BMW 135i Convertible,Rear-wheel drive
523,2010 BMW 135i Convertible AT,Rear-wheel drive
524,2010 BMW 128i Convertible,Rear-wheel drive
525,2012 Chevrolet Camaro Coupe 1LT,Rear-wheel drive
526,2012 Chevrolet Camaro Coupe 1LT AT,Rear-wheel drive
527,2012 Chevrolet Camaro Coupe 2LT,Rear-wheel drive
528,2012 Chevrolet Camaro Coupe 2LT AT,Rear-wheel drive
529,2012 Chevrolet Camaro Coupe 1SS,Rear-wheel drive
530,2012 Chevrolet Camaro Coupe 1SS AT,Rear-wheel drive
531,2012 Chevrolet Camaro Coupe 2SS,Rear-wheel drive
532,2012 Chevrolet Camaro Coupe 2SS AT,Rear-wheel drive
533,2012 Chevrolet Camaro Coupe 1LS,Rear-wheel drive
534,2012 Chevrolet Camaro Coupe 2LS,Rear-wheel drive
535,2010 Mercedes-Benz C300 Sport 4MATIC,All-wheel drive
536,2010 Mercedes-Benz C300 Luxury,Rear-wheel drive
537,2012 Hyundai Elantra Sedan Limited PZEV,Front-wheel drive
538,2012 Hyundai Elantra Sedan GLS AT,Front-wheel drive
539,2012 Hyundai Elantra Sedan GLS,Front-wheel drive
540,2012 Hyundai Elantra Sedan GLS PZEV,Front-wheel drive
541,2012 Hyundai Elantra Sedan Limited,Front-wheel drive
542,2011 Hyundai Elantra Sedan GLS AT,Front-wheel drive
543,2011 Hyundai Elantra Sedan Limited,Front-wheel drive
544,2011 Hyundai Elantra Sedan GLS PZEV,Front-wheel drive
545,2011 Hyundai Elantra Sedan GLS,Front-wheel drive
546,2011 Hyundai Elantra Sedan Limited PZEV,Front-wheel drive
547,2010 Hyundai Elantra Sedan SE,Front-wheel drive
548,2010 Hyundai Elantra Sedan GLS PZEV,Front-wheel drive
549,2010 Hyundai Elantra Sedan Blue,Front-wheel drive
550,2010 Hyundai Elantra Sedan SE PZEV,Front-wheel drive
551,2010 Hyundai Elantra Sedan GLS,Front-wheel drive
552,2012 Ford Fusion S,Front-wheel drive
553,2012 Ford Fusion S AT,Front-wheel drive
554,2012 Ford Fusion SE,Front-wheel drive
555,2012 Ford Fusion V6 SE,Front-wheel drive
556,2012 Ford Fusion SEL,Front-wheel drive
557,2012 Ford Fusion V6 SEL,Front-wheel drive
558,2012 Ford Fusion V6 SEL AWD,All-wheel drive
559,2012 Ford Fusion Sport,Front-wheel drive
560,2012 Ford Fusion Sport AWD,All-wheel drive
561,2011 Volkswagen CC Sport,Front-wheel drive
562,2011 Volkswagen CC R-Line,Front-wheel drive
563,2011 Volkswagen CC VR6 4Motion Executive,All-wheel drive
564,2011 Ford Fusion S,Front-wheel drive
565,2011 Ford Fusion S AT,Front-wheel drive
566,2011 Ford Fusion SE,Front-wheel drive
567,2011 Ford Fusion SEL,Front-wheel drive
568,2011 Ford Fusion V6 SEL,Front-wheel drive
569,2011 Ford Fusion V6 SEL AWD,All-wheel drive
570,2011 Ford Fusion Sport,Front-wheel drive
571,2011 Ford Fusion Sport AWD,All-wheel drive
572,2011 Ford Fusion V6 SE,Front-wheel drive
573,2011 Ford Fusion SE AT,Front-wheel drive
574,2010 Ford Fusion S,Front-wheel drive
575,2010 Ford Fusion S AT,Front-wheel drive
576,2010 Ford Fusion SE,Front-wheel drive
577,2010 Ford Fusion V6 SE,Front-wheel drive
578,2010 Ford Fusion SEL,Front-wheel drive
579,2010 Ford Fusion V6 SEL,Front-wheel drive
580,2010 Ford Fusion V6 SEL AWD,All-wheel drive
581,2010 Ford Fusion Sport,Front-wheel drive
582,2010 Ford Fusion Sport AWD,All-wheel drive
583,2010 Ford Fusion SE AT,Front-wheel drive
584,2011 Kia Forte LX,Front-wheel drive
585,2011 Kia Forte LX AT,Front-wheel drive
586,2011 Kia Forte EX,Front-wheel drive
587,2011 Kia Forte SX,Front-wheel drive
588,2009 Audi Q7 3.0 TDI,All-wheel drive
589,2011 Kia Forte 5-Door EX,Front-wheel drive
590,2011 Kia Forte 5-Door EX AT,Front-wheel drive
591,2011 Kia Forte 5-Door SX,Front-wheel drive
592,2011 Kia Forte 5-Door SX AT,Front-wheel drive
593,2011 Kia Forte Koup EX,Front-wheel drive
594,2011 Kia Forte Koup EX AT,Front-wheel drive
595,2011 Kia Forte Koup SX,Front-wheel drive
596,2011 Kia Forte Koup SX AT,Front-wheel drive
597,2011 Audi R8 Coupe 4.2,All-wheel drive
598,2011 Audi R8 Coupe 5.2,All-wheel drive
599,2010 Kia Forte LX,Front-wheel drive
600,2010 Kia Forte LX AT,Front-wheel drive
601,2010 Kia Forte EX,Front-wheel drive
602,2010 Kia Forte EX 4sp. AT,Front-wheel drive
603,2010 Kia Forte EX 5sp. AT,Front-wheel drive
604,2010 Kia Forte SX,Front-wheel drive
605,2010 Kia Forte SX AT,Front-wheel drive
606,2012 Audi R8 Coupe 4.2,All-wheel drive
607,2012 Audi R8 Coupe 5.2,All-wheel drive
608,2012 Hyundai Elantra Touring GLS AT,Front-wheel drive
609,2012 Hyundai Elantra Touring GLS,Front-wheel drive
610,2012 Hyundai Elantra Touring SE,Front-wheel drive
611,2012 Hyundai Elantra Touring SE AT,Front-wheel drive
612,2011 Hyundai Elantra Touring GLS,Front-wheel drive
613,2011 Hyundai Elantra Touring SE AT,Front-wheel drive
614,2011 Hyundai Elantra Touring GLS AT,Front-wheel drive
615,2011 Hyundai Elantra Touring SE,Front-wheel drive
616,2010 Hyundai Elantra Touring GLS,Front-wheel drive
617,2010 Hyundai Elantra Touring GLS AT,Front-wheel drive
618,2010 Hyundai Elantra Touring SE,Front-wheel drive
619,2010 Hyundai Elantra Touring SE AT,Front-wheel drive
620,2009 Hyundai Elantra Touring,Front-wheel drive
621,2009 Hyundai Elantra Touring AT,Front-wheel drive
622,2011 Hyundai Equus Ultimate,Rear-wheel drive
623,2011 Hyundai Equus Signature,Rear-wheel drive
624,2012 Hyundai Genesis Sedan 4.6,Rear-wheel drive
625,2012 Hyundai Genesis Sedan 3.8,Rear-wheel drive
626,2012 Hyundai Genesis Sedan 5.0 R-Spec,Rear-wheel drive
627,2010 Kia Forte Koup EX,Front-wheel drive
628,2010 Kia Forte Koup EX AT,Front-wheel drive
629,2010 Kia Forte Koup SX,Front-wheel drive
630,2010 Kia Forte Koup SX AT,Front-wheel drive
631,2011 Kia Optima LX MT,Front-wheel drive
632,2011 Kia Optima LX AT,Front-wheel drive
633,2011 Kia Optima EX,Front-wheel drive
634,2011 Kia Optima EX Turbo,Front-wheel drive
635,2011 Kia Optima SX,Front-wheel drive
636,2010 Honda Civic DX Coup,Front-wheel drive
637,2010 Honda Civic DX Coup AT,Front-wheel drive
638,2010 Honda Civic LX Coup,Front-wheel drive
639,2010 Honda Civic LX Coup AT,Front-wheel drive
640,2010 Honda Civic EX Coup,Front-wheel drive
641,2010 Honda Civic EX Coup AT,Front-wheel drive
642,2010 Honda Civic EX-L Coup,Front-wheel drive
643,2010 Honda Civic EX-L Coup AT,Front-wheel drive
644,2010 Honda Civic Si Coup,Front-wheel drive
645,2011 Kia Optima Hybrid,Front-wheel drive
646,2010 Kia Optima LX,Front-wheel drive
647,2010 Kia Optima LX AT,Front-wheel drive
648,2010 Kia Optima EX,Front-wheel drive
649,2010 Kia Optima EX V6,Front-wheel drive
650,2010 Kia Optima SX,Front-wheel drive
651,2010 Kia Optima SX V6,Front-wheel drive
652,2011 Kia Rio,Front-wheel drive
653,2011 Kia Rio LX,Front-wheel drive
654,2011 Kia Rio SX,Front-wheel drive
655,2011 Hyundai Genesis Sedan 3.8,Rear-wheel drive
656,2011 Hyundai Genesis Sedan 4.6,Rear-wheel drive
657,2010 Hyundai Genesis Sedan 4.6,Rear-wheel drive
658,2010 Hyundai Genesis Sedan 3.8,Rear-wheel drive
659,2012 Hyundai Genesis Coupe 2.0T,Rear-wheel drive
660,2012 Hyundai Genesis Coupe 3.8 Track,Rear-wheel drive
661,2012 Hyundai Genesis Coupe 3.8 Grand Touring,Rear-wheel drive
662,2012 Hyundai Genesis Coupe 2.0T R-Spec,Rear-wheel drive
663,2012 Hyundai Genesis Coupe 2.0T AT,Rear-wheel drive
664,2012 Hyundai Genesis Coupe 3.8 R-Spec,Rear-wheel drive
665,2012 Hyundai Genesis Coupe 3.8 Track AT,Rear-wheel drive
666,2012 Hyundai Genesis Coupe 2.0T Premium,Rear-wheel drive
667,2011 Hyundai Genesis Coupe 2.0T AT,Rear-wheel drive
668,2011 Hyundai Genesis Coupe 2.0T,Rear-wheel drive
669,2011 Hyundai Genesis Coupe 2.0T Premium,Rear-wheel drive
670,2011 Hyundai Genesis Coupe 3.8 Grand Touring,Rear-wheel drive
671,2011 Hyundai Genesis Coupe 3.8 R-Spec,Rear-wheel drive
672,2011 Hyundai Genesis Coupe 2.0T R-Spec,Rear-wheel drive
673,2011 Hyundai Genesis Coupe 3.8 Track,Rear-wheel drive
674,2011 Hyundai Genesis Coupe 3.8 Track AT,Rear-wheel drive
675,2010 Hyundai Genesis Coupe 2.0T Premium,Rear-wheel drive
676,2010 Hyundai Genesis Coupe 3.8 AT,Rear-wheel drive
677,2010 Hyundai Genesis Coupe 3.8 Track AT,Rear-wheel drive
678,2010 Hyundai Genesis Coupe 2.0T R-Spec,Rear-wheel drive
679,2010 Hyundai Genesis Coupe 2.0T Premium AT,Rear-wheel drive
680,2010 Hyundai Genesis Coupe 2.0T Track,Rear-wheel drive
681,2010 Hyundai Genesis Coupe 3.8,Rear-wheel drive
682,2010 Hyundai Genesis Coupe 3.8 Grand Touring AT,Rear-wheel drive
683,2010 Hyundai Genesis Coupe 3.8 Track,Rear-wheel drive
684,2010 Hyundai Genesis Coupe 2.0T AT,Rear-wheel drive
685,2010 Hyundai Genesis Coupe 3.8 Grand Touring,Rear-wheel drive
686,2010 Hyundai Genesis Coupe 2.0T,Rear-wheel drive
687,2010 Mercedes-Benz C63 AMG Sport,Rear-wheel drive
688,2010 Volkswagen GTI 2-Door,Front-wheel drive
689,2011 Volkswagen GTI 2-Door,Front-wheel drive
690,2012 Ford Mustang V6,Rear-wheel drive
691,2012 Ford Mustang V6 AT,Rear-wheel drive
692,2012 Ford Mustang V6 Premium,Rear-wheel drive
693,2012 Ford Mustang V6 Premium AT,Rear-wheel drive
694,2012 Ford Mustang GT,Rear-wheel drive
695,2012 Ford Mustang GT AT,Rear-wheel drive
696,2012 Ford Mustang GT Premium,Rear-wheel drive
697,2012 Ford Mustang GT Premium AT,Rear-wheel drive
698,2012 Ford Mustang Boss 302,Rear-wheel drive
699,2010 Mercedes-Benz C300 Luxury 4MATIC,All-wheel drive
700,2012 Ford Mustang V6 Convertible,Rear-wheel drive
701,2012 Ford Mustang V6 Convertible AT,Rear-wheel drive
702,2012 Ford Mustang V6 Premium Convertible,Rear-wheel drive
703,2012 Ford Mustang V6 Premium Convertible AT,Rear-wheel drive
704,2012 Ford Mustang GT Convertible,Rear-wheel drive
705,2012 Ford Mustang GT Convertible AT,Rear-wheel drive
706,2012 Ford Mustang GT Premium Convertible,Rear-wheel drive
707,2012 Ford Mustang GT Premium Convertible AT,Rear-wheel drive
708,2011 Ford Mustang V6 Convertible,Rear-wheel drive
709,2011 Ford Mustang V6 Convertible AT,Rear-wheel drive
710,2011 Ford Mustang V6 Premium Convertible,Rear-wheel drive
711,2011 Ford Mustang V6 Premium Convertible AT,Rear-wheel drive
712,2011 Ford Mustang GT Convertible,Rear-wheel drive
713,2011 Ford Mustang GT Convertible AT,Rear-wheel drive
714,2011 Ford Mustang GT Premium Convertible,Rear-wheel drive
715,2011 Ford Mustang GT Premium Convertible AT,Rear-wheel drive
716,2011 Ford Mustang V6,Rear-wheel drive
717,2011 Ford Mustang V6 AT,Rear-wheel drive
718,2011 Ford Mustang V6 Premium,Rear-wheel drive
719,2011 Ford Mustang V6 Premium AT,Rear-wheel drive
720,2011 Ford Mustang GT,Rear-wheel drive
721,2011 Ford Mustang GT AT,Rear-wheel drive
722,2011 Ford Mustang GT Premium,Rear-wheel drive
723,2011 Ford Mustang GT Premium AT,Rear-wheel drive
724,2011 Mercedes-Benz C300 Sport FFV,Rear-wheel drive
725,2011 Mercedes-Benz C63 AMG Sport,Rear-wheel drive
726,2011 Mercedes-Benz C300 Luxury 4MATIC,All-wheel drive
727,2011 Mercedes-Benz C300 Luxury,Rear-wheel drive
728,2011 Mercedes-Benz C350 Sport,Rear-wheel drive
729,2011 Mercedes-Benz C300 Sport AT FFV,Rear-wheel drive
730,2011 Kia Rio5 LX,Front-wheel drive
731,2011 Kia Rio5 SX,Front-wheel drive
732,2010 Kia Rio5 LX,Front-wheel drive
733,2010 Kia Rio5 LX AT,Front-wheel drive
734,2010 Kia Rio5 SX,Front-wheel drive
735,2010 Kia Rio5 SX AT,Front-wheel drive
736,2011 Volkswagen GTI 4-Door,Front-wheel drive
737,2010 Kia Rio,Front-wheel drive
738,2010 Kia Rio LX,Front-wheel drive
739,2010 Kia Rio LX AT,Front-wheel drive
740,2010 Kia Rio SX,Front-wheel drive
741,2010 Kia Rio SX AT,Front-wheel drive
742,2011 Kia Soul,Front-wheel drive
743,2011 Kia Soul +,Front-wheel drive
744,2011 Kia Soul + AT,Front-wheel drive
745,2011 Kia Soul !,Front-wheel drive
746,2011 Kia Soul Sport,Front-wheel drive
747,2011 Chevrolet Camaro Coupe 1LS,Rear-wheel drive
748,2011 Chevrolet Camaro Coupe 1LS AT,Rear-wheel drive
749,2011 Chevrolet Camaro Coupe 2LS,Rear-wheel drive
750,2011 Chevrolet Camaro Coupe 1LT,Rear-wheel drive
751,2011 Chevrolet Camaro Coupe 1LT AT,Rear-wheel drive
752,2011 Chevrolet Camaro Coupe 2LT,Rear-wheel drive
753,2011 Chevrolet Camaro Coupe 2LT AT,Rear-wheel drive
754,2011 Chevrolet Camaro Coupe 1SS,Rear-wheel drive
755,2011 Chevrolet Camaro Coupe 1SS AT,Rear-wheel drive
756,2011 Chevrolet Camaro Coupe 2SS,Rear-wheel drive
757,2011 Chevrolet Camaro Coupe 2SS AT,Rear-wheel drive
758,2010 Ford Mustang V6,Rear-wheel drive
759,2010 Ford Mustang V6 AT,Rear-wheel drive
760,2010 Ford Mustang V6 Premium,Rear-wheel drive
761,2010 Ford Mustang V6 Premium AT,Rear-wheel drive
762,2010 Ford Mustang GT,Rear-wheel drive
763,2010 Ford Mustang GT AT,Rear-wheel drive
764,2010 Ford Mustang GT Premium,Rear-wheel drive
766,2010 Kia Soul,Front-wheel drive
767,2010 Kia Soul +,Front-wheel drive
768,2010 Kia Soul + AT,Front-wheel drive
769,2010 Kia Soul !,Front-wheel drive
770,2010 Kia Soul ! AT,Front-wheel drive
771,2010 Kia Soul Sport,Front-wheel drive
772,2010 Kia Soul Sport AT,Front-wheel drive
773,2010 Ford Mustang V6 Convertible,Rear-wheel drive
774,2010 Ford Mustang V6 Convertible AT,Rear-wheel drive
775,2010 Ford Mustang V6 Premium Convertible,Rear-wheel drive
776,2010 Ford Mustang V6 Premium Convertible AT,Rear-wheel drive
777,2010 Ford Mustang GT Convertible,Rear-wheel drive
778,2010 Ford Mustang GT Convertible AT,Rear-wheel drive
779,2010 Ford Mustang GT Premium Convertible,Rear-wheel drive
780,2010 Ford Mustang GT Premium Convertible AT,Rear-wheel drive
781,2010 Audi R8 Coupe 5.2,All-wheel drive
782,2010 Audi R8 Coupe 4.2,All-wheel drive
783,2012 Kia Sedona LX,Front-wheel drive
784,2012 Kia Sedona EX,Front-wheel drive
785,2012 Ford Mustang Shelby GT500 Convertible,Rear-wheel drive
786,2012 Ford Mustang Shelby GT500 Coupe,Rear-wheel drive
787,2011 Ford Mustang Shelby GT500 Convertible,Rear-wheel drive
788,2011 Ford Shelby GT500 Coupe,Rear-wheel drive
789,2010 Ford Mustang Shelby GT500 Coupe,Rear-wheel drive
790,2010 Ford Mustang Shelby GT500 Convertible,Rear-wheel drive
791,2011 Kia Sedona LX,Front-wheel drive
792,2011 Kia Sedona EX,Front-wheel drive
793,2010 Kia Sedona,Front-wheel drive
794,2010 Kia Sedona LX,Front-wheel drive
795,2010 Kia Sedona EX,Front-wheel drive
796,2011 Audi R8 Spyder 4.2,All-wheel drive
797,2010 Volkswagen GTI 4-Door,Front-wheel drive
798,2011 Audi R8 Spyder 5.2,All-wheel drive
799,2012 Kia Sorento,Front-wheel drive
800,2012 Kia Sorento LX,Front-wheel drive
801,2012 Kia Sorento LX AWD,All-wheel drive
802,2012 Kia Sorento LX V6,Front-wheel drive
803,2012 Kia Sorento LX V6 AWD,All-wheel drive
804,2012 Kia Sorento EX,Front-wheel drive
805,2012 Kia Sorento EX AWD,All-wheel drive
806,2012 Kia Sorento EX V6,Front-wheel drive
807,2012 Kia Sorento EX V6 AWD,All-wheel drive
808,2012 Kia Sorento SX,Front-wheel drive
809,2012 Kia Sorento SX AWD,All-wheel drive
810,2012 Audi S4 Sedan 3.0,All-wheel drive
811,2010 Chevrolet Camaro Coupe 1LS,Rear-wheel drive
812,2010 Chevrolet Camaro Coupe 1LS AT,Rear-wheel drive
813,2010 Chevrolet Camaro Coupe 1LT,Rear-wheel drive
814,2010 Chevrolet Camaro Coupe 1LT AT,Rear-wheel drive
815,2010 Chevrolet Camaro Coupe 2LT,Rear-wheel drive
816,2010 Chevrolet Camaro Coupe 2LT AT,Rear-wheel drive
817,2010 Chevrolet Camaro Coupe 1SS,Rear-wheel drive
818,2010 Chevrolet Camaro Coupe 1SS AT,Rear-wheel drive
819,2010 Chevrolet Camaro Coupe 2SS,Rear-wheel drive
820,2010 Chevrolet Camaro Coupe 2SS AT,Rear-wheel drive
821,2011 Audi S4 Sedan 3.0,All-wheel drive
822,2011 Kia Sorento,Front-wheel drive
823,2011 Kia Sorento LX,Front-wheel drive
824,2011 Kia Sorento LX AWD,All-wheel drive
825,2011 Kia Sorento LX V6,Front-wheel drive
826,2011 Kia Sorento LX V6 AWD,All-wheel drive
827,2011 Kia Sorento EX,Front-wheel drive
828,2011 Kia Sorento EX AWD,All-wheel drive
829,2011 Kia Sorento EX V6,Front-wheel drive
830,2011 Kia Sorento EX V6 AWD,All-wheel drive
831,2011 Kia Sorento SX,Front-wheel drive
832,2011 Kia Sorento SX AWD,All-wheel drive
833,2012 Kia Sportage,Front-wheel drive
834,2012 Kia Sportage LX,Front-wheel drive
835,2012 Kia Sportage LX AWD,All-wheel drive
836,2012 Kia Sportage EX,Front-wheel drive
837,2012 Kia Sportage EX AWD,All-wheel drive
838,2012 Kia Sportage SX,Front-wheel drive
839,2012 Kia Sportage SX AWD,All-wheel drive
840,2010 Volkswagen Golf 2.0L 2-Door TDI,Front-wheel drive
841,2010 Volkswagen Golf 2-Door,Front-wheel drive
842,2010 Volkswagen Golf 2-Door AT,Front-wheel drive
843,2011 Kia Sportage,Front-wheel drive
844,2011 Kia Sportage LX,Front-wheel drive
845,2011 Kia Sportage LX AWD,All-wheel drive
846,2011 Kia Sportage EX,Front-wheel drive
847,2011 Kia Sportage EX AWD,All-wheel drive
848,2011 Kia Sportage SX,Front-wheel drive
849,2011 Kia Sportage SX AWD,All-wheel drive
850,2010 Audi S4 Sedan 3.0,All-wheel drive
851,2010 Kia Sportage LX,Front-wheel drive
852,2010 Kia Sportage LX AT,Front-wheel drive
853,2010 Kia Sportage LX 4WD,All-wheel drive
854,2010 Kia Sportage LX V6,Front-wheel drive
855,2010 Kia Sportage LX V6 4WD,All-wheel drive
856,2010 Kia Sportage EX,Front-wheel drive
857,2010 Kia Sportage EX 4WD,All-wheel drive
858,2010 Honda Civic DX Sedan,Front-wheel drive
859,2010 Honda Civic DX Sedan AT,Front-wheel drive
860,2010 Honda Civic DX-VP Sedan,Front-wheel drive
861,2010 Honda Civic DX-VP Sedan AT,Front-wheel drive
862,2010 Honda Civic LX Sedan,Front-wheel drive
863,2010 Honda Civic LX Sedan AT,Front-wheel drive
864,2010 Honda Civic LX-S Sedan,Front-wheel drive
865,2010 Honda Civic LX-S Sedan AT,Front-wheel drive
866,2010 Honda Civic EX Sedan,Front-wheel drive
867,2010 Honda Civic EX Sedan AT,Front-wheel drive
868,2010 Honda Civic EX-L Sedan,Front-wheel drive
869,2010 Honda Civic EX-L Sedan AT,Front-wheel drive
870,2010 Honda Civic Si Sedan,Front-wheel drive
871,2010 Honda Civic GX Sedan,Front-wheel drive
872,2011 Nissan Pathfinder SV,Rear-wheel drive
873,2011 Nissan Pathfinder Silver Edition,Rear-wheel drive
874,2011 Nissan Pathfinder Silver Edition 4x4,All-wheel drive
875,2011 Nissan Pathfinder SV 4x4,All-wheel drive
876,2011 Nissan Pathfinder S,Rear-wheel drive
877,2011 Nissan Pathfinder S 4x4,All-wheel drive
878,2011 Nissan Pathfinder LE,Rear-wheel drive
879,2011 Nissan Pathfinder LE 4x4 V8,All-wheel drive
880,2011 Nissan Pathfinder LE 4x4,All-wheel drive
881,2011 Hyundai Santa Fe GLS AT,Front-wheel drive
882,2011 Hyundai Santa Fe SE AWD,All-wheel drive
883,2011 Hyundai Santa Fe Limited 3.5 AWD,All-wheel drive
884,2011 Hyundai Santa Fe SE,Front-wheel drive
885,2011 Hyundai Santa Fe GLS AT AWD,All-wheel drive
886,2011 Hyundai Santa Fe Limited 3.5,Front-wheel drive
887,2011 Hyundai Santa Fe Limited,Front-wheel drive
888,2011 Hyundai Santa Fe GLS,Front-wheel drive
889,2011 Hyundai Santa Fe GLS 3.5 AWD,All-wheel drive
890,2011 Hyundai Santa Fe GLS 3.5,Front-wheel drive
891,2010 Hyundai Santa Fe SE,Front-wheel drive
892,2010 Hyundai Santa Fe Limited 3.5 AWD,All-wheel drive
893,2010 Hyundai Santa Fe GLS AT AWD,All-wheel drive
894,2010 Hyundai Santa Fe Limited,Front-wheel drive
895,2010 Hyundai Santa Fe Limited 3.5,Front-wheel drive
896,2010 Hyundai Santa Fe SE AWD,All-wheel drive
897,2010 Hyundai Santa Fe GLS AT,Front-wheel drive
898,2010 Hyundai Santa Fe GLS,Front-wheel drive
899,2012 Ford Taurus SE,Front-wheel drive
900,2012 Ford Taurus SEL,Front-wheel drive
901,2012 Ford Taurus SEL AWD,All-wheel drive
902,2012 Ford Taurus Limited,Front-wheel drive
903,2012 Ford Taurus Limited AWD,All-wheel drive
904,2011 Ford Taurus SE,Front-wheel drive
905,2011 Ford Taurus SEL,Front-wheel drive
906,2011 Ford Taurus SEL AWD,All-wheel drive
907,2011 Ford Taurus Limited,Front-wheel drive
908,2011 Ford Taurus Limited AWD,All-wheel drive
909,2010 Ford Taurus SE,Front-wheel drive
910,2010 Ford Taurus SEL,Front-wheel drive
911,2010 Ford Taurus SEL AWD,All-wheel drive
912,2010 Ford Taurus Limited,Front-wheel drive
913,2010 Ford Taurus Limited AWD,All-wheel drive
914,2010 Volkswagen Golf 2.5L 4-Door,Front-wheel drive
915,2010 Volkswagen Golf 4-Door TDI,Front-wheel drive
916,2011 Volkswagen Golf 2.5L 2-Door,Front-wheel drive
917,2011 Volkswagen Golf 2.5L 2-Door AT,Front-wheel drive
918,2011 Volkswagen Golf TDI Clean Diesel 2-Door,Front-wheel drive
