id,car_id,fuel_type
543,2011 Hyundai Elantra Sedan Limited,Gasoline
544,2011 Hyundai Elantra Sedan GLS PZEV,Gasoline
545,2011 Hyundai Elantra Sedan GLS,Gasoline
546,2011 Hyundai Elantra Sedan Limited PZEV,Gasoline
547,2010 Hyundai Elantra Sedan SE,Gasoline
548,2010 Hyundai Elantra Sedan GLS PZEV,Gasoline
549,2010 Hyundai Elantra Sedan Blue,Gasoline
550,2010 Hyundai Elantra Sedan SE PZEV,Gasoline
551,2010 Hyundai Elantra Sedan GLS,Gasoline
552,2012 Ford Fusion S,Gasoline
553,2012 Ford Fusion S AT,Gasoline
554,2012 Ford Fusion SE,Gasoline
555,2012 Ford Fusion V6 SE,Gasoline
556,2012 Ford Fusion SEL,Gasoline
557,2012 Ford Fusion V6 SEL,Gasoline
558,2012 Ford Fusion V6 SEL AWD,E85
559,2012 Ford Fusion Sport,Gasoline
560,2012 Ford Fusion Sport AWD,Gasoline
561,2011 Volkswagen CC Sport,Gasoline
562,2011 Volkswagen CC R-Line,Gasoline
563,2011 Volkswagen CC VR6 4Motion Executive,Gasoline
564,2011 Ford Fusion S,Gasoline
565,2011 Ford Fusion S AT,Gasoline
566,2011 Ford Fusion SE,Gasoline
567,2011 Ford Fusion SEL,Gasoline
568,2011 Ford Fusion V6 SEL,E85
569,2011 Ford Fusion V6 SEL AWD,E85
570,2011 Ford Fusion Sport,Gasoline
571,2011 Ford Fusion Sport AWD,Gasoline
572,2011 Ford Fusion V6 SE,E85
573,2011 Ford Fusion SE AT,Gasoline
574,2010 Ford Fusion S,Gasoline
575,2010 Ford Fusion S AT,Gasoline
576,2010 Ford Fusion SE,Gasoline
577,2010 Ford Fusion V6 SE,Gasoline
578,2010 Ford Fusion SEL,Gasoline
579,2010 Ford Fusion V6 SEL,E85
580,2010 Ford Fusion V6 SEL AWD,E85
581,2010 Ford Fusion Sport,Gasoline
582,2010 Ford Fusion Sport AWD,Gasoline
583,2010 Ford Fusion SE AT,Gasoline
584,2011 Kia Forte LX,Gasoline
585,2011 Kia Forte LX AT,Gasoline
586,2011 Kia Forte EX,Gasoline
587,2011 Kia Forte SX,Gasoline
588,2009 Audi Q7 3.0 TDI,Diesel fuel
589,2011 Kia Forte 5-Door EX,Gasoline
590,2011 Kia Forte 5-Door EX AT,Gasoline
591,2011 Kia Forte 5-Door SX,Gasoline
592,2011 Kia Forte 5-Door SX AT,Gasoline
593,2011 Kia Forte Koup EX,Gasoline
594,2011 Kia Forte Koup EX AT,Gasoline
595,2011 Kia Forte Koup SX,Gasoline
596,2011 Kia Forte Koup SX AT,Gasoline
597,2011 Audi R8 Coupe 4.2,Gasoline
598,2011 Audi R8 Coupe 5.2,Gasoline
599,2010 Kia Forte LX,Gasoline
600,2010 Kia Forte LX AT,Gasoline
601,2010 Kia Forte EX,Gasoline
602,2010 Kia Forte EX 4sp. AT,Gasoline
603,2010 Kia Forte EX 5sp. AT,Gasoline
604,2010 Kia Forte SX,Gasoline
605,2010 Kia Forte SX AT,Gasoline
606,2012 Audi R8 Coupe 4.2,Gasoline
607,2012 Audi R8 Coupe 5.2,Gasoline
608,2012 Hyundai Elantra Touring GLS AT,Gasoline
609,2012 Hyundai Elantra Touring GLS,Gasoline
610,2012 Hyundai Elantra Touring SE,Gasoline
611,2012 Hyundai Elantra Touring SE AT,Gasoline
612,2011 Hyundai Elantra Touring GLS,Gasoline
613,2011 Hyundai Elantra Touring SE AT,Gasoline
614,2011 Hyundai Elantra Touring GLS AT,Gasoline
615,2011 Hyundai Elantra Touring SE,Gasoline
616,2010 Hyundai Elantra Touring GLS,Gasoline
617,2010 Hyundai Elantra Touring GLS AT,Gasoline
618,2010 Hyundai Elantra Touring SE,Gasoline
619,2010 Hyundai Elantra Touring SE AT,Gasoline
620,2009 Hyundai Elantra Touring,Gasoline
621,2009 Hyundai Elantra Touring AT,Gasoline
622,2011 Hyundai Equus Ultimate,Gasoline
623,2011 Hyundai Equus Signature,Gasoline
624,2012 Hyundai Genesis Sedan 4.6,Gasoline
625,2012 Hyundai Genesis Sedan 3.8,Gasoline
626,2012 Hyundai Genesis Sedan 5.0 R-Spec,Gasoline
627,2010 Kia Forte Koup EX,Gasoline
628,2010 Kia Forte Koup EX AT,Gasoline
629,2010 Kia Forte Koup SX,Gasoline
630,2010 Kia Forte Koup SX AT,Gasoline
631,2011 Kia Optima LX MT,Gasoline
632,2011 Kia Optima LX AT,Gasoline
633,2011 Kia Optima EX,Gasoline
634,2011 Kia Optima EX Turbo,Gasoline
635,2011 Kia Optima SX,Gasoline
636,2010 Honda Civic DX Coup,Gasoline
637,2010 Honda Civic DX Coup AT,Gasoline
638,2010 Honda Civic LX Coup,Gasoline
639,2010 Honda Civic LX Coup AT,Gasoline
640,2010 Honda Civic EX Coup,Gasoline
641,2010 Honda Civic EX Coup AT,Gasoline
642,2010 Honda Civic EX-L Coup,Gasoline
643,2010 Honda Civic EX-L Coup AT,Gasoline
644,2010 Honda Civic Si Coup,Gasoline
645,2011 Kia Optima Hybrid,Gasoline
646,2010 Kia Optima LX,Gasoline
647,2010 Kia Optima LX AT,Gasoline
648,2010 Kia Optima EX,Gasoline
649,2010 Kia Optima EX V6,Gasoline
650,2010 Kia Optima SX,Gasoline
651,2010 Kia Optima SX V6,Gasoline
652,2011 Kia Rio,Gasoline
653,2011 Kia Rio LX,Gasoline
654,2011 Kia Rio SX,Gasoline
655,2011 Hyundai Genesis Sedan 3.8,Gasoline
656,2011 Hyundai Genesis Sedan 4.6,Gasoline
657,2010 Hyundai Genesis Sedan 4.6,Gasoline
658,2010 Hyundai Genesis Sedan 3.8,Gasoline
659,2012 Hyundai Genesis Coupe 2.0T,Gasoline
660,2012 Hyundai Genesis Coupe 3.8 Track,Gasoline
661,2012 Hyundai Genesis Coupe 3.8 Grand Touring,Gasoline
662,2012 Hyundai Genesis Coupe 2.0T R-Spec,Gasoline
663,2012 Hyundai Genesis Coupe 2.0T AT,Gasoline
664,2012 Hyundai Genesis Coupe 3.8 R-Spec,Gasoline
665,2012 Hyundai Genesis Coupe 3.8 Track AT,Gasoline
666,2012 Hyundai Genesis Coupe 2.0T Premium,Gasoline
667,2011 Hyundai Genesis Coupe 2.0T AT,Gasoline
668,2011 Hyundai Genesis Coupe 2.0T,Gasoline
669,2011 Hyundai Genesis Coupe 2.0T Premium,Gasoline
670,2011 Hyundai Genesis Coupe 3.8 Grand Touring,Gasoline
671,2011 Hyundai Genesis Coupe 3.8 R-Spec,Gasoline
672,2011 Hyundai Genesis Coupe 2.0T R-Spec,Gasoline
673,2011 Hyundai Genesis Coupe 3.8 Track,Gasoline
674,2011 Hyundai Genesis Coupe 3.8 Track AT,Gasoline
675,2010 Hyundai Genesis Coupe 2.0T Premium,Gasoline
676,2010 Hyundai Genesis Coupe 3.8 AT,Gasoline
677,2010 Hyundai Genesis Coupe 3.8 Track AT,Gasoline
678,2010 Hyundai Genesis Coupe 2.0T R-Spec,Gasoline
679,2010 Hyundai Genesis Coupe 2.0T Premium AT,Gasoline
680,2010 Hyundai Genesis Coupe 2.0T Track,Gasoline
681,2010 Hyundai Genesis Coupe 3.8,Gasoline
682,2010 Hyundai Genesis Coupe 3.8 Grand Touring AT,Gasoline
683,2010 Hyundai Genesis Coupe 3.8 Track,Gasoline
684,2010 Hyundai Genesis Coupe 2.0T AT,Gasoline
685,2010 Hyundai Genesis Coupe 3.8 Grand Touring,Gasoline
686,2010 Hyundai Genesis Coupe 2.0T,Gasoline
687,2010 Mercedes-Benz C63 AMG Sport,Gasoline
688,2010 Volkswagen GTI 2-Door,Gasoline
689,2011 Volkswagen GTI 2-Door,Gasoline
690,2012 Ford Mustang V6,Gasoline
691,2012 Ford Mustang V6 AT,Gasoline
692,2012 Ford Mustang V6 Premium,Gasoline
693,2012 Ford Mustang V6 Premium AT,Gasoline
694,2012 Ford Mustang GT,Gasoline
695,2012 Ford Mustang GT AT,Gasoline
696,2012 Ford Mustang GT Premium,Gasoline
697,2012 Ford Mustang GT Premium AT,Gasoline
698,2012 Ford Mustang Boss 302,Gasoline
699,2010 Mercedes-Benz C300 Luxury 4MATIC,Gasoline
700,2012 Ford Mustang V6 Convertible,Gasoline
701,2012 Ford Mustang V6 Convertible AT,Gasoline
702,2012 Ford Mustang V6 Premium Convertible,Gasoline
703,2012 Ford Mustang V6 Premium Convertible AT,Gasoline
704,2012 Ford Mustang GT Convertible,Gasoline
705,2012 Ford Mustang GT Convertible AT,Gasoline
706,2012 Ford Mustang GT Premium Convertible,Gasoline
707,2012 Ford Mustang GT Premium Convertible AT,Gasoline
708,2011 Ford Mustang V6 Convertible,Gasoline
709,2011 Ford Mustang V6 Convertible AT,Gasoline
710,2011 Ford Mustang V6 Premium Convertible,Gasoline
711,2011 Ford Mustang V6 Premium Convertible AT,Gasoline
712,2011 Ford Mustang GT Convertible,Gasoline
713,2011 Ford Mustang GT Convertible AT,Gasoline
714,2011 Ford Mustang GT Premium Convertible,Gasoline
715,2011 Ford Mustang GT Premium Convertible AT,Gasoline
716,2011 Ford Mustang V6,Gasoline
717,2011 Ford Mustang V6 AT,Gasoline
718,2011 Ford Mustang V6 Premium,Gasoline
719,2011 Ford Mustang V6 Premium AT,Gasoline
720,2011 Ford Mustang GT,Gasoline
721,2011 Ford Mustang GT AT,Gasoline
722,2011 Ford Mustang GT Premium,Gasoline
723,2011 Ford Mustang GT Premium AT,Gasoline
724,2011 Mercedes-Benz C300 Sport FFV,Gasoline
725,2011 Mercedes-Benz C63 AMG Sport,Gasoline
726,2011 Mercedes-Benz C300 Luxury 4MATIC,Gasoline
727,2011 Mercedes-Benz C300 Luxury,Gasoline
728,2011 Mercedes-Benz C350 Sport,Gasoline
729,2011 Mercedes-Benz C300 Sport AT FFV,E85
730,2011 Kia Rio5 LX,Gasoline
731,2011 Kia Rio5 SX,Gasoline
732,2010 Kia Rio5 LX,Gasoline
733,2010 Kia Rio5 LX AT,Gasoline
734,2010 Kia Rio5 SX,Gasoline
735,2010 Kia Rio5 SX AT,Gasoline
736,2011 Volkswagen GTI 4-Door,Gasoline
737,2010 Kia Rio,Gasoline
738,2010 Kia Rio LX,Gasoline
739,2010 Kia Rio LX AT,Gasoline
740,2010 Kia Rio SX,Gasoline
741,2010 Kia Rio SX AT,Gasoline
742,2011 Kia Soul,Gasoline
743,2011 Kia Soul +,Gasoline
744,2011 Kia Soul + AT,Gasoline
745,2011 Kia Soul !,Gasoline
746,2011 Kia Soul Sport,Gasoline
747,2011 Chevrolet Camaro Coupe 1LS,Gasoline
748,2011 Chevrolet Camaro Coupe 1LS AT,Gasoline
749,2011 Chevrolet Camaro Coupe 2LS,Gasoline
750,2011 Chevrolet Camaro Coupe 1LT,Gasoline
751,2011 Chevrolet Camaro Coupe 1LT AT,Gasoline
752,2011 Chevrolet Camaro Coupe 2LT,Gasoline
753,2011 Chevrolet Camaro Coupe 2LT AT,Gasoline
754,2011 Chevrolet Camaro Coupe 1SS,Gasoline
755,2011 Chevrolet Camaro Coupe 1SS AT,Gasoline
756,2011 Chevrolet Camaro Coupe 2SS,Gasoline
757,2011 Chevrolet Camaro Coupe 2SS AT,Gasoline
758,2010 Ford Mustang V6,Gasoline
759,2010 Ford Mustang V6 AT,Gasoline
760,2010 Ford Mustang V6 Premium,Gasoline
761,2010 Ford Mustang V6 Premium AT,Gasoline
762,2010 Ford Mustang GT,Gasoline
763,2010 Ford Mustang GT AT,Gasoline
764,2010 Ford Mustang GT Premium,Gasoline
766,2010 Kia Soul,Gasoline
767,2010 Kia Soul +,Gasoline
768,2010 Kia Soul + AT,Gasoline
769,2010 Kia Soul !,Gasoline
770,2010 Kia Soul ! AT,Gasoline
771,2010 Kia Soul Sport,Gasoline
772,2010 Kia Soul Sport AT,Gasoline
773,2010 Ford Mustang V6 Convertible,Gasoline
774,2010 Ford Mustang V6 Convertible AT,Gasoline
775,2010 Ford Mustang V6 Premium Convertible,Gasoline
776,2010 Ford Mustang V6 Premium Convertible AT,Gasoline
777,2010 Ford Mustang GT Convertible,Gasoline
778,2010 Ford Mustang GT Convertible AT,Gasoline
779,2010 Ford Mustang GT Premium Convertible,Gasoline
780,2010 Ford Mustang GT Premium Convertible AT,Gasoline
781,2010 Audi R8 Coupe 5.2,Gasoline
782,2010 Audi R8 Coupe 4.2,Gasoline
783,2012 Kia Sedona LX,Gasoline
784,2012 Kia Sedona EX,Gasoline
785,2012 Ford Mustang Shelby GT500 Convertible,Gasoline
786,2012 Ford Mustang Shelby GT500 Coupe,Gasoline
787,2011 Ford Mustang Shelby GT500 Convertible,Gasoline
788,2011 Ford Shelby GT500 Coupe,Gasoline
789,2010 Ford Mustang Shelby GT500 Coupe,Gasoline
790,2010 Ford Mustang Shelby GT500 Convertible,Gasoline
791,2011 Kia Sedona LX,Gasoline
792,2011 Kia Sedona EX,Gasoline
793,2010 Kia Sedona,Gasoline
794,2010 Kia Sedona LX,Gasoline
795,2010 Kia Sedona EX,Gasoline
796,2011 Audi R8 Spyder 4.2,Gasoline
797,2010 Volkswagen GTI 4-Door,Gasoline
798,2011 Audi R8 Spyder 5.2,Gasoline
799,2012 Kia Sorento,Gasoline
800,2012 Kia Sorento LX,Gasoline
801,2012 Kia Sorento LX AWD,Gasoline
802,2012 Kia Sorento LX V6,Gasoline
803,2012 Kia Sorento LX V6 AWD,Gasoline
804,2012 Kia Sorento EX,Gasoline
805,2012 Kia Sorento EX AWD,Gasoline
806,2012 Kia Sorento EX V6,Gasoline
807,2012 Kia Sorento EX V6 AWD,Gasoline
808,2012 Kia Sorento SX,Gasoline
809,2012 Kia Sorento SX AWD,Gasoline
810,2012 Audi S4 Sedan 3.0,Gasoline
811,2010 Chevrolet Camaro Coupe 1LS,Gasoline
812,2010 Chevrolet Camaro Coupe 1LS AT,Gasoline
813,2010 Chevrolet Camaro Coupe 1LT,Gasoline
814,2010 Chevrolet Camaro Coupe 1LT AT,Gasoline
815,2010 Chevrolet Camaro Coupe 2LT,Gasoline
816,2010 Chevrolet Camaro Coupe 2LT AT,Gasoline
817,2010 Chevrolet Camaro Coupe 1SS,Gasoline
818,2010 Chevrolet Camaro Coupe 1SS AT,Gasoline
819,2010 Chevrolet Camaro Coupe 2SS,Gasoline
820,2010 Chevrolet Camaro Coupe 2SS AT,Gasoline
821,2011 Audi S4 Sedan 3.0,Gasoline
822,2011 Kia Sorento,Gasoline
823,2011 Kia Sorento LX,Gasoline
824,2011 Kia Sorento LX AWD,Gasoline
825,2011 Kia Sorento LX V6,Gasoline
826,2011 Kia Sorento LX V6 AWD,Gasoline
827,2011 Kia Sorento EX,Gasoline
828,2011 Kia Sorento EX AWD,Gasoline
829,2011 Kia Sorento EX V6,Gasoline
830,2011 Kia Sorento EX V6 AWD,Gasoline
831,2011 Kia Sorento SX,Gasoline
832,2011 Kia Sorento SX AWD,Gasoline
833,2012 Kia Sportage,Gasoline
834,2012 Kia Sportage LX,Gasoline
835,2012 Kia Sportage LX AWD,Gasoline
836,2012 Kia Sportage EX,Gasoline
837,2012 Kia Sportage EX AWD,Gasoline
838,2012 Kia Sportage SX,Gasoline
839,2012 Kia Sportage SX AWD,Gasoline
840,2010 Volkswagen Golf 2.0L 2-Door TDI,Diesel fuel
841,2010 Volkswagen Golf 2-Door,Gasoline
842,2010 Volkswagen Golf 2-Door AT,Gasoline
843,2011 Kia Sportage,Gasoline
844,2011 Kia Sportage LX,Gasoline
845,2011 Kia Sportage LX AWD,Gasoline
846,2011 Kia Sportage EX,Gasoline
847,2011 Kia Sportage EX AWD,Gasoline
848,2011 Kia Sportage SX,Gasoline
849,2011 Kia Sportage SX AWD,Gasoline
850,2010 Audi S4 Sedan 3.0,Gasoline
851,2010 Kia Sportage LX,Gasoline
852,2010 Kia Sportage LX AT,Gasoline
853,2010 Kia Sportage LX 4WD,Gasoline
854,2010 Kia Sportage LX V6,Gasoline
855,2010 Kia Sportage LX V6 4WD,Gasoline
856,2010 Kia Sportage EX,Gasoline
857,2010 Kia Sportage EX 4WD,Gasoline
858,2010 Honda Civic DX Sedan,Gasoline
859,2010 Honda Civic DX Sedan AT,Gasoline
860,2010 Honda Civic DX-VP Sedan,Gasoline
861,2010 Honda Civic DX-VP Sedan AT,Gasoline
862,2010 Honda Civic LX Sedan,Gasoline
863,2010 Honda Civic LX Sedan AT,Gasoline
864,2010 Honda Civic LX-S Sedan,Gasoline
865,2010 Honda Civic LX-S Sedan AT,Gasoline
866,2010 Honda Civic EX Sedan,Gasoline
867,2010 Honda Civic EX Sedan AT,Gasoline
868,2010 Honda Civic EX-L Sedan,Gasoline
869,2010 Honda Civic EX-L Sedan AT,Gasoline
870,2010 Honda Civic Si Sedan,Gasoline
871,2010 Honda Civic GX Sedan,Compressed natural gas
872,2011 Nissan Pathfinder SV,Gasoline
873,2011 Nissan Pathfinder Silver Edition,Gasoline
874,2011 Nissan Pathfinder Silver Edition 4x4,Gasoline
875,2011 Nissan Pathfinder SV 4x4,Gasoline
876,2011 Nissan Pathfinder S,Gasoline
877,2011 Nissan Pathfinder S 4x4,Gasoline
878,2011 Nissan Pathfinder LE,Gasoline
879,2011 Nissan Pathfinder LE 4x4 V8,Gasoline
880,2011 Nissan Pathfinder LE 4x4,Gasoline
881,2011 Hyundai Santa Fe GLS AT,Gasoline
882,2011 Hyundai Santa Fe SE AWD,Gasoline
883,2011 Hyundai Santa Fe Limited 3.5 AWD,Gasoline
884,2011 Hyundai Santa Fe SE,Gasoline
885,2011 Hyundai Santa Fe GLS AT AWD,Gasoline
886,2011 Hyundai Santa Fe Limited 3.5,Gasoline
887,2011 Hyundai Santa Fe Limited,Gasoline
888,2011 Hyundai Santa Fe GLS,Gasoline
889,2011 Hyundai Santa Fe GLS 3.5 AWD,Gasoline
890,2011 Hyundai Santa Fe GLS 3.5,Gasoline
891,2010 Hyundai Santa Fe SE,Gasoline
892,2010 Hyundai Santa Fe Limited 3.5 AWD,Gasoline
893,2010 Hyundai Santa Fe GLS AT AWD,Gasoline
894,2010 Hyundai Santa Fe Limited,Gasoline
895,2010 Hyundai Santa Fe Limited 3.5,Gasoline
896,2010 Hyundai Santa Fe SE AWD,Gasoline
897,2010 Hyundai Santa Fe GLS AT,Gasoline
898,2010 Hyundai Santa Fe GLS,Gasoline
899,2012 Ford Taurus SE,Gasoline
900,2012 Ford Taurus SEL,Gasoline
901,2012 Ford Taurus SEL AWD,Gasoline
902,2012 Ford Taurus Limited,Gasoline
903,2012 Ford Taurus Limited AWD,Gasoline
904,2011 Ford Taurus SE,Gasoline
905,2011 Ford Taurus SEL,Gasoline
906,2011 Ford Taurus SEL AWD,Gasoline
907,2011 Ford Taurus Limited,Gasoline
908,2011 Ford Taurus Limited AWD,Gasoline
909,2010 Ford Taurus SE,Gasoline
910,2010 Ford Taurus SEL,Gasoline
911,2010 Ford Taurus SEL AWD,Gasoline
912,2010 Ford Taurus Limited,Gasoline
913,2010 Ford Taurus Limited AWD,Gasoline
914,2010 Volkswagen Golf 2.5L 4-Door,Gasoline
915,2010 Volkswagen Golf 4-Door TDI,Diesel fuel
916,2011 Volkswagen Golf 2.5L 2-Door,Gasoline
917,2011 Volkswagen Golf 2.5L 2-Door AT,Gasoline
918,2011 Volkswagen Golf TDI Clean Diesel 2-Door,Diesel fuel
919,2011 Ford Edge SE,Gasoline
920,2011 Ford Edge SEL,Gasoline
921,2011 Ford Edge SEL AWD,Gasoline
922,2011 Ford Edge Limited,Gasoline
923,2011 Ford Edge Limited AWD,Gasoline
924,2011 Ford Edge Sport,Gasoline
925,2011 Ford Edge Sport AWD,Gasoline
926,2011 Volkswagen Golf 2.5L 4-Door,Gasoline
927,2011 Volkswagen Golf TDI Clean Diesel 4-Door,Diesel fuel
928,2012 Audi S5 Coupe 4.2 AT,Gasoline
929,2012 Audi S5 Coupe 4.2,Gasoline
930,2012 Ford Edge SE,Gasoline
931,2012 Ford Edge SEL,Gasoline
932,2012 Ford Edge SEL AWD,Gasoline
933,2012 Ford Edge Limited,Gasoline
934,2012 Ford Edge Limited AWD,Gasoline
935,2012 Ford Edge Sport,Gasoline
936,2012 Ford Edge Sport AWD,Gasoline
937,2010 Ford Edge SE,Gasoline
938,2010 Ford Edge SE Fleet,Gasoline
939,2010 Ford Edge SEL,Gasoline
940,2010 Ford Edge SEL AWD,Gasoline
941,2010 Ford Edge Limited,Gasoline
942,2010 Ford Edge Limited AWD,Gasoline
943,2010 Ford Edge Sport,Gasoline
944,2010 Ford Edge Sport AWD,Gasoline
945,2011 Audi S5 Coupe 4.2 AT,Gasoline
946,2011 Audi S5 Coupe 4.2,Gasoline
947,2012 Ford Edge SE Turbo,Gasoline
948,2012 Ford Edge Limited Turbo,Gasoline
949,2012 Ford Edge SEL Turbo,Gasoline
950,2010 Audi S5 Coupe 4.2 AT,Gasoline
951,2010 Audi S5 Coupe 4.2,Gasoline
952,2011 Audi S6,Gasoline
953,2010 Audi S6,Gasoline
954,2011 Honda Civic DX Sedan,Gasoline
955,2011 Honda Civic DX Sedan AT,Gasoline
956,2011 Honda Civic DX-VP Sedan,Gasoline
957,2011 Honda Civic DX-VP Sedan AT,Gasoline
958,2011 Honda Civic LX Sedan,Gasoline
959,2011 Honda Civic LX Sedan AT,Gasoline
960,2011 Honda Civic LX-S Sedan,Gasoline
961,2011 Honda Civic LX-S Sedan AT,Gasoline
962,2011 Honda Civic EX Sedan,Gasoline
963,2011 Honda Civic EX Sedan AT,Gasoline
964,2011 Honda Civic EX-L Sedan,Gasoline
965,2011 Honda Civic Si Sedan,Gasoline
966,2011 Honda Civic GX Sedan,Compressed natural gas
967,2012 Chevrolet Corvette Z06 1LZ,Gasoline
968,2012 Chevrolet Corvette Z06 2LZ,Gasoline
969,2012 Chevrolet Corvette Z06 3LZ,Gasoline
970,2011 Chevrolet Corvette Z06 1LZ,Gasoline
971,2011 Chevrolet Corvette Z06 2LZ,Gasoline
972,2011 Chevrolet Corvette Z06 3LZ,Gasoline
973,2010 Chevrolet Corvette Z06 1LZ,Gasoline
974,2010 Chevrolet Corvette Z06 2LZ,Gasoline
975,2010 Chevrolet Corvette Z06 3LZ,Gasoline
976,2012 Chevrolet Corvette Convertible 1LT,Gasoline
977,2012 Chevrolet Corvette Convertible 1LT AT,Gasoline
978,2012 Chevrolet Corvette Convertible 2LT,Gasoline
979,2012 Chevrolet Corvette Convertible 2LT AT,Gasoline
980,2012 Chevrolet Corvette Convertible 3LT,Gasoline
981,2012 Chevrolet Corvette Convertible 3LT AT,Gasoline
982,2012 Chevrolet Corvette Convertible 4LT,Gasoline
983,2012 Chevrolet Corvette Convertible 4LT AT,Gasoline
984,2010 Nissan Pathfinder S 4x4,Gasoline
985,2010 Nissan Pathfinder S FE+,Gasoline
986,2010 Nissan Pathfinder SE,Gasoline
987,2010 Nissan Pathfinder LE 4x4,Gasoline
988,2010 Nissan Pathfinder LE 4x4 V8,Gasoline
989,2010 Nissan Pathfinder SE 4x4,Gasoline
990,2010 Nissan Pathfinder LE,Gasoline
991,2010 Volkswagen Routan S,Gasoline
992,2010 Volkswagen Routan SE,Gasoline
993,2010 Volkswagen Routan SEL,Gasoline
994,2010 Volkswagen Routan SEL Premium,Gasoline
995,2009 Nissan Pathfinder LE,Gasoline
996,2009 Nissan Pathfinder SE Off-Road,Gasoline
997,2009 Nissan Pathfinder SE 4x4,Gasoline
998,2009 Nissan Pathfinder LE 4x4 V8,Gasoline
999,2009 Nissan Pathfinder S,Gasoline
1000,2009 Nissan Pathfinder S 4x4,Gasoline
1001,2009 Nissan Pathfinder LE 4x4,Gasoline
1002,2009 Nissan Pathfinder SE,Gasoline
1003,2011 Volkswagen Routan S,Gasoline
1004,2011 Volkswagen Routan SE,Gasoline
1005,2011 Volkswagen Routan SEL,Gasoline
1006,2011 Volkswagen Routan SEL Premium,Gasoline
1007,2010 Volkswagen Tiguan S,Gasoline
1008,2010 Volkswagen Tiguan S AT,Gasoline
1009,2010 Volkswagen Tiguan SE,Gasoline
1010,2010 Volkswagen Tiguan SEL,Gasoline
1011,2012 Hyundai Sonata GLS,Gasoline
1012,2012 Hyundai Sonata Limited PZEV,Gasoline
1013,2012 Hyundai Sonata SE,Gasoline
1014,2012 Hyundai Sonata GLS PZEV,Gasoline
1015,2012 Hyundai Sonata GLS AT,Gasoline
1016,2012 Hyundai Sonata SE Turbo,Gasoline
1017,2012 Hyundai Sonata Limited,Gasoline
1018,2012 Hyundai Sonata Limited Turbo,Gasoline
1019,2011 Hyundai Sonata Limited,Gasoline
1020,2011 Hyundai Sonata Limited Turbo,Gasoline
1021,2011 Hyundai Sonata GLS AT,Gasoline
1022,2011 Hyundai Sonata GLS,Gasoline
1023,2011 Hyundai Sonata SE Turbo,Gasoline
1024,2011 Hyundai Sonata Limited PZEV,Gasoline
1025,2011 Hyundai Sonata GLS PZEV,Gasoline
1026,2011 Hyundai Sonata SE,Gasoline
1027,2010 Hyundai Sonata GLS AT,Gasoline
1028,2010 Hyundai Sonata GLS,Gasoline
1029,2010 Hyundai Sonata GLS PZEV,Gasoline
1030,2010 Hyundai Sonata SE PZEV,Gasoline
1031,2010 Hyundai Sonata SE,Gasoline
1032,2010 Hyundai Sonata Limited,Gasoline
1033,2010 Hyundai Sonata Limited PZEV,Gasoline
1034,2010 Hyundai Sonata Limited V6,Gasoline
1035,2010 Hyundai Sonata SE V6,Gasoline
1036,2011 Honda CR-Z EX,Gasoline
1037,2011 Honda CR-Z,Gasoline
1038,2011 Hyundai Veracruz GLS,Gasoline
1039,2011 Hyundai Veracruz Limited,Gasoline
1040,2011 Hyundai Veracruz GLS AWD,Gasoline
1041,2011 Hyundai Veracruz Limited AWD,Gasoline
1042,2010 Hyundai Veracruz GLS AWD,Gasoline
1043,2010 Hyundai Veracruz GLS,Gasoline
1044,2010 Hyundai Veracruz Limited AWD,Gasoline
1045,2010 Hyundai Veracruz Limited,Gasoline
1046,2011 Honda Fit,Gasoline
1047,2011 Honda Fit AT,Gasoline
1048,2011 Honda Fit Sport,Gasoline
1049,2011 Honda Fit Sport AT,Gasoline
1050,2011 Hyundai Sonata Hybrid,Gasoline
1051,2012 Hyundai Tucson GL AT,Gasoline
1052,2012 Hyundai Tucson GLS,Gasoline
1053,2012 Hyundai Tucson Limited AWD,Gasoline
1054,2012 Hyundai Tucson Limited,Gasoline
1055,2012 Hyundai Tucson Limited PZEV AWD,Gasoline
1056,2012 Hyundai Tucson Limited PZEV,Gasoline
1057,2012 Hyundai Tucson GL,Gasoline
1058,2012 Hyundai Tucson GLS AWD,Gasoline
1059,2012 Hyundai Tucson GLS PZEV,Gasoline
1060,2012 Hyundai Tucson GLS PZEV AWD,Gasoline
1061,2011 Mazda CX-7 i SV,Gasoline
1062,2011 Mazda CX-7 i Sport,Gasoline
1063,2011 Mazda CX-7 s Touring,Gasoline
1064,2011 Mazda CX-7 s Touring AWD,Gasoline
1065,2011 Mazda CX-7 i Touring,Gasoline
1066,2011 Mazda CX-7 s Grand Touring,Gasoline
1067,2011 Mazda CX-7 s Grand Touring AWD,Gasoline
1068,2012 Ford Flex SE,Gasoline
1069,2012 Ford Flex SEL,Gasoline
1070,2012 Ford Flex SEL AWD,Gasoline
1071,2012 Ford Flex Limited,Gasoline
1072,2012 Ford Flex Limited AWD,Gasoline
1073,2012 Ford Flex Limited AWD Turbo,Gasoline
1074,2012 Ford Flex Titanium,Gasoline
1075,2012 Ford Flex Titanium AWD,Gasoline
1076,2012 Ford Flex Titanium AWD Turbo,Gasoline
1077,2010 Honda Fit,Gasoline
1078,2010 Honda Fit AT,Gasoline
1079,2010 Honda Fit Sport,Gasoline
1080,2010 Honda Fit Sport AT,Gasoline
1081,2011 Ford Flex SE,Gasoline
1082,2011 Ford Flex SEL,Gasoline
